timestamp,key,value
2022-09-18 13:34:13,cpu_usage,0.80
2022-09-18 13:34:14,memory_usage,42.34
2022-09-18 13:34:14,memory_usage,42.34
2022-09-18 13:34:14,disk_usage,55
2022-09-18 13:34:14,disk_usage,55
